,t_num,cusno,gender,age,age_category,region,product,price,quantity,amount,date,date_ym
2014,18567,1294,1,57,50,3,20,151,5,755,2020-05-26,202005
2015,34390,1332,0,43,40,3,30,707,2,1414,2020-05-26,202005
2016,14710,1631,0,38,30,2,10,32,18,576,2020-05-26,202005
2017,15404,1080,1,52,50,1,10,99,4,396,2020-05-27,202005
2018,18703,1555,1,47,40,2,20,448,7,3136,2020-05-27,202005
2019,26227,1923,0,43,40,1,30,1262,4,5048,2020-05-27,202005
2020,33259,1664,1,36,30,2,10,82,3,246,2020-05-27,202005
2021,17342,1899,0,34,30,2,10,33,20,660,2020-05-27,202005
2022,27043,1669,1,51,50,3,10,28,13,364,2020-05-27,202005
2023,34799,1960,0,36,30,3,10,33,17,561,2020-05-27,202005
2024,41119,1048,1,51,50,2,10,33,9,297,2020-05-27,202005
2025,23830,1317,1,63,60,3,20,493,6,2958,2020-05-27,202005
2026,44641,1389,0,38,30,2,20,152,9,1368,2020-05-27,202005
2027,33277,1324,1,40,40,2,20,343,9,3087,2020-05-27,202005
2028,28353,1896,0,33,30,2,10,64,4,256,2020-05-27,202005
2029,39001,1057,1,19,10,1,10,73,18,1314,2020-05-27,202005
2030,42392,1080,1,52,50,1,10,84,16,1344,2020-05-28,202005
2031,24937,1577,0,36,30,2,10,63,3,189,2020-05-28,202005
2032,34036,1711,0,55,50,1,10,91,3,273,2020-05-28,202005
2033,46705,1915,1,39,30,2,10,67,17,1139,2020-05-28,202005
2034,22019,1372,1,42,40,3,20,259,9,2331,2020-05-28,202005
2035,23205,1627,0,31,30,2,10,91,3,273,2020-05-28,202005
2036,16111,1531,0,51,50,1,20,205,3,615,2020-05-28,202005
2037,46070,1443,0,40,40,1,20,191,2,382,2020-05-28,202005
2038,40888,1848,0,60,60,1,30,1951,5,9755,2020-05-28,202005
2039,27618,1496,1,25,20,3,10,90,13,1170,2020-05-28,202005
2040,22055,1207,1,36,30,1,10,10,18,180,2020-05-28,202005
2041,12778,1914,1,43,40,2,10,38,13,494,2020-05-28,202005
2042,24311,1914,1,43,40,1,10,81,3,243,2020-05-28,202005
2043,42011,1623,1,32,30,1,30,1303,1,1303,2020-05-28,202005
2044,18263,1871,0,47,40,3,10,25,4,100,2020-05-28,202005
2045,28984,1109,0,45,40,2,30,1952,4,7808,2020-05-28,202005
2046,17218,1958,0,39,30,2,10,80,12,960,2020-05-28,202005
2047,29167,1169,0,51,50,2,30,993,4,3972,2020-05-28,202005
2048,33334,1342,1,61,60,3,20,216,9,1944,2020-05-29,202005
2049,23649,1013,0,46,40,2,10,13,2,26,2020-05-29,202005
2050,13880,1369,1,31,30,2,10,70,3,210,2020-05-29,202005
2051,38090,1426,0,53,50,3,20,247,3,741,2020-05-29,202005
2052,49998,1359,0,48,40,3,10,28,3,84,2020-05-29,202005
2053,46042,1173,1,35,30,1,10,10,18,180,2020-05-29,202005
2054,36114,1181,0,54,50,3,10,86,18,1548,2020-05-29,202005
2055,43844,1605,0,53,50,2,10,20,18,360,2020-05-29,202005
2056,19041,1137,0,49,40,2,20,194,5,970,2020-05-29,202005
2057,22596,1796,1,40,40,2,10,98,20,1960,2020-05-29,202005
2058,26499,1982,0,43,40,1,10,27,6,162,2020-05-29,202005
2059,18838,1879,1,38,30,3,30,1265,3,3795,2020-05-30,202005
2060,33502,1156,1,56,50,2,20,452,9,4068,2020-05-30,202005
2061,39031,1219,0,51,50,1,10,93,3,279,2020-05-30,202005
2062,32098,1993,1,41,40,1,10,34,3,102,2020-05-30,202005
2063,25795,1886,1,48,40,1,10,42,20,840,2020-05-30,202005
2064,11844,1869,0,31,30,2,10,83,5,415,2020-05-30,202005
2065,42982,1537,0,15,10,3,10,55,15,825,2020-05-30,202005
2066,43214,1495,0,35,30,3,20,457,8,3656,2020-05-30,202005
2067,49498,1428,0,39,30,3,10,31,13,403,2020-05-30,202005
2068,12680,1434,0,37,30,2,20,286,4,1144,2020-05-30,202005
2069,35360,1398,1,36,30,1,10,92,6,552,2020-05-30,202005
2070,20519,1036,0,38,30,2,10,89,11,979,2020-05-30,202005
2071,22652,1104,1,46,40,2,30,1631,2,3262,2020-05-30,202005
2072,16379,1303,1,49,40,2,10,38,13,494,2020-05-30,202005
2073,36904,1339,1,46,40,2,20,423,7,2961,2020-05-30,202005
2074,49003,1445,0,64,60,2,10,31,5,155,2020-05-30,202005
2075,35185,1792,1,38,30,2,10,7,20,140,2020-05-30,202005
2076,38867,1085,0,35,30,2,10,24,12,288,2020-05-30,202005
2077,42069,1617,1,47,40,1,10,1,11,11,2020-05-30,202005
2078,39765,1723,1,37,30,2,20,202,4,808,2020-05-30,202005
2079,17373,1454,1,40,40,1,10,79,17,1343,2020-05-30,202005
2080,44970,1573,1,52,50,1,20,204,3,612,2020-05-30,202005
2081,40779,1259,1,60,60,2,30,1150,2,2300,2020-05-30,202005
2082,16839,1730,1,60,60,2,10,25,7,175,2020-05-30,202005
2083,47600,1406,0,25,20,2,20,254,9,2286,2020-05-31,202005
2084,45035,1085,0,35,30,1,10,66,17,1122,2020-05-31,202005
2085,33006,1368,1,52,50,1,30,1854,1,1854,2020-05-31,202005
2086,41647,1487,0,40,40,2,10,26,16,416,2020-05-31,202005
2087,38356,1256,1,50,50,2,10,15,15,225,2020-05-31,202005
2088,27154,1510,0,57,50,3,10,63,10,630,2020-05-31,202005
2089,41517,1327,0,34,30,1,10,96,12,1152,2020-05-31,202005
2090,31078,1434,0,37,30,2,10,68,14,952,2020-05-31,202005
2091,42585,1673,0,35,30,3,10,27,2,54,2020-05-31,202005
2092,43135,1300,1,32,30,1,30,578,1,578,2020-05-31,202005
2093,38264,1739,1,54,50,2,10,63,3,189,2020-05-31,202005
2094,44169,1844,0,63,60,3,20,243,4,972,2020-05-31,202005
2095,21242,1881,1,60,60,1,30,1308,2,2616,2020-05-31,202005
2096,19713,1280,0,23,20,1,10,93,18,1674,2020-05-31,202005
2097,13114,1158,1,39,30,2,20,432,1,432,2020-05-31,202005
2098,30715,1077,1,36,30,1,30,816,4,3264,2020-06-01,202006
2099,13167,1170,1,43,40,1,10,44,8,352,2020-06-01,202006
2100,29049,1439,1,40,40,3,20,265,2,530,2020-06-01,202006
2101,33839,1416,0,50,50,1,10,55,14,770,2020-06-01,202006
2102,29242,1098,0,39,30,2,10,32,9,288,2020-06-01,202006
2103,44231,1804,0,50,50,1,10,21,7,147,2020-06-01,202006
2104,49298,1250,1,41,40,1,10,61,4,244,2020-06-01,202006
2105,46667,1508,0,62,60,3,20,471,8,3768,2020-06-01,202006
2106,27449,1572,1,50,50,1,10,64,16,1024,2020-06-01,202006
2107,39752,1246,1,41,40,1,20,375,10,3750,2020-06-01,202006
2108,48560,1799,1,45,40,1,30,1096,5,5480,2020-06-01,202006
2109,37508,1285,0,59,50,1,10,27,14,378,2020-06-01,202006
2110,30683,1131,1,38,30,1,10,46,11,506,2020-06-01,202006
2111,20735,1337,0,40,40,1,10,85,8,680,2020-06-01,202006
2112,18024,1763,0,44,40,1,30,557,1,557,2020-06-01,202006
2113,39526,1401,1,45,40,1,10,17,3,51,2020-06-02,202006
2114,34125,1021,1,62,60,2,30,1894,1,1894,2020-06-02,202006
2115,38980,1248,1,44,40,1,20,142,4,568,2020-06-02,202006
2116,15831,1214,0,67,60,3,10,56,2,112,2020-06-02,202006
2117,46867,1583,0,45,40,1,20,489,8,3912,2020-06-02,202006
2118,37473,1813,1,44,40,4,10,2,4,8,2020-06-02,202006
2119,23683,1714,1,67,60,3,10,92,14,1288,2020-06-02,202006
2120,31251,1681,0,54,50,4,10,69,6,414,2020-06-02,202006
2121,46448,1105,0,53,50,2,10,89,15,1335,2020-06-02,202006
2122,49533,1358,0,28,20,2,20,354,4,1416,2020-06-02,202006
2123,39929,1789,0,74,70,2,20,343,8,2744,2020-06-02,202006
2124,41277,1151,0,49,40,2,20,253,6,1518,2020-06-02,202006
2125,33063,1048,1,51,50,2,10,23,18,414,2020-06-02,202006
2126,44067,1773,1,37,30,1,10,49,13,637,2020-06-02,202006
2127,34027,1073,1,52,50,3,20,483,9,4347,2020-06-02,202006
2128,21198,1258,1,54,50,1,20,324,9,2916,2020-06-02,202006
2129,27874,1727,1,61,60,2,10,15,5,75,2020-06-02,202006
2130,18307,1207,1,36,30,1,10,36,7,252,2020-06-02,202006
2131,21365,1205,1,55,50,1,20,244,7,1708,2020-06-02,202006
2132,27326,1631,0,38,30,2,10,59,15,885,2020-06-02,202006
2133,38810,1646,1,55,50,3,10,82,16,1312,2020-06-03,202006
2134,13230,1129,0,52,50,1,10,48,5,240,2020-06-03,202006
2135,34022,1315,0,21,20,3,20,383,10,3830,2020-06-03,202006
2136,24996,1686,1,42,40,2,10,95,13,1235,2020-06-03,202006
2137,49930,1844,0,63,60,3,10,51,11,561,2020-06-03,202006
2138,43512,1327,0,34,30,3,10,7,11,77,2020-06-03,202006
2139,23165,1286,0,38,30,3,10,28,17,476,2020-06-03,202006
2140,39742,1389,0,38,30,3,20,406,8,3248,2020-06-03,202006
2141,28391,1812,0,33,30,2,20,148,8,1184,2020-06-03,202006
2142,35965,1206,0,39,30,2,20,414,7,2898,2020-06-03,202006
2143,43911,1921,0,60,60,1,20,273,4,1092,2020-06-03,202006
2144,10578,1109,0,45,40,3,20,206,1,206,2020-06-03,202006
2145,38562,1187,1,40,40,2,10,88,17,1496,2020-06-03,202006
2146,26378,1215,1,40,40,2,30,1807,2,3614,2020-06-03,202006
2147,12821,1313,0,44,40,1,20,120,10,1200,2020-06-03,202006
2148,25956,1131,1,38,30,1,10,81,15,1215,2020-06-03,202006
2149,10314,1518,1,43,40,2,10,54,10,540,2020-06-03,202006
2150,28358,1290,1,51,50,1,10,88,14,1232,2020-06-04,202006
2151,42064,1132,0,51,50,2,10,20,7,140,2020-06-04,202006
2152,48960,1812,0,33,30,1,10,75,1,75,2020-06-04,202006
2153,16376,1259,1,60,60,1,10,39,5,195,2020-06-04,202006
2154,12245,1221,1,41,40,2,20,250,7,1750,2020-06-04,202006
2155,40166,1661,0,34,30,2,20,465,2,930,2020-06-04,202006
2156,14051,1986,1,38,30,2,10,25,10,250,2020-06-04,202006
2157,33820,1583,0,45,40,1,10,30,20,600,2020-06-04,202006
2158,42899,1667,0,27,20,1,10,16,13,208,2020-06-04,202006
2159,27430,1734,0,38,30,3,10,25,15,375,2020-06-04,202006
2160,11248,1392,1,49,40,1,10,51,7,357,2020-06-04,202006
2161,18089,1802,1,56,50,3,10,42,4,168,2020-06-04,202006
2162,42937,1224,1,68,60,2,10,3,3,9,2020-06-04,202006
2163,20839,1900,0,46,40,1,20,432,3,1296,2020-06-04,202006
2164,17802,1006,0,56,50,1,20,128,8,1024,2020-06-04,202006
2165,22708,1044,1,52,50,1,10,91,17,1547,2020-06-04,202006
2166,25737,1315,0,21,20,2,20,427,9,3843,2020-06-04,202006
2167,20532,1086,0,45,40,1,10,83,1,83,2020-06-04,202006
2168,23725,1982,0,43,40,1,10,61,16,976,2020-06-04,202006
2169,19359,1848,0,60,60,1,10,29,9,261,2020-06-04,202006
2170,48248,1338,0,42,40,2,20,485,4,1940,2020-06-04,202006
2171,14391,1511,1,37,30,2,20,278,1,278,2020-06-04,202006
2172,21115,1590,0,55,50,2,20,262,6,1572,2020-06-04,202006
2173,19325,1072,1,50,50,1,20,459,2,918,2020-06-05,202006
2174,42031,1182,1,43,40,2,10,32,10,320,2020-06-05,202006
2175,47056,1625,0,37,30,1,20,243,6,1458,2020-06-05,202006
2176,18824,1643,0,46,40,1,10,94,15,1410,2020-06-05,202006
2177,25910,1495,0,35,30,3,10,77,13,1001,2020-06-05,202006
2178,48189,1336,0,48,40,1,20,479,4,1916,2020-06-05,202006
2179,37581,1339,1,46,40,1,20,403,3,1209,2020-06-05,202006
2180,26185,1954,1,40,40,1,10,89,9,801,2020-06-05,202006
2181,12258,1127,0,31,30,1,20,130,8,1040,2020-06-05,202006
2182,13892,1910,0,52,50,1,10,20,2,40,2020-06-05,202006
2183,20951,1177,1,31,30,2,20,217,9,1953,2020-06-05,202006
2184,13721,1114,1,39,30,2,10,89,6,534,2020-06-05,202006
2185,12603,1184,0,56,50,3,30,948,4,3792,2020-06-05,202006
2186,26967,1375,0,52,50,3,30,1388,3,4164,2020-06-05,202006
2187,27349,1227,0,61,60,2,10,26,13,338,2020-06-05,202006
2188,32085,1429,0,29,20,2,10,26,13,338,2020-06-06,202006
2189,45657,1716,0,25,20,1,10,90,18,1620,2020-06-06,202006
2190,14685,1164,1,36,30,1,30,1477,3,4431,2020-06-06,202006
2191,41586,1205,1,55,50,2,30,884,4,3536,2020-06-06,202006
2192,21296,1044,1,52,50,1,20,403,8,3224,2020-06-06,202006
2193,15537,1928,1,39,30,2,30,517,4,2068,2020-06-06,202006
2194,43421,1689,1,54,50,2,20,338,4,1352,2020-06-06,202006
2195,12231,1043,0,48,40,2,10,52,12,624,2020-06-06,202006
2196,11917,1863,0,60,60,3,20,131,10,1310,2020-06-06,202006
2197,26983,1236,0,37,30,1,10,7,10,70,2020-06-06,202006
2198,14960,1440,0,40,40,2,30,647,2,1294,2020-06-06,202006
2199,37866,1851,1,47,40,1,10,80,15,1200,2020-06-06,202006
2200,30883,1283,1,30,30,2,10,20,15,300,2020-06-06,202006
2201,14255,1261,1,40,40,1,10,33,4,132,2020-06-06,202006
2202,29747,1845,0,69,60,1,10,49,3,147,2020-06-06,202006
2203,17308,1657,1,54,50,1,10,9,1,9,2020-06-06,202006
2204,11567,1451,0,52,50,2,10,20,15,300,2020-06-06,202006
2205,41387,1762,1,52,50,2,20,488,7,3416,2020-06-06,202006
2206,38639,1394,1,44,40,1,10,69,3,207,2020-06-06,202006
2207,21894,1383,0,28,20,1,20,481,8,3848,2020-06-07,202006
2208,14407,1888,0,42,40,2,10,60,17,1020,2020-06-07,202006
2209,48059,1373,0,62,60,2,20,277,5,1385,2020-06-07,202006
2210,35654,1033,0,30,30,1,10,75,6,450,2020-06-07,202006
2211,22810,1452,0,45,40,1,10,73,6,438,2020-06-07,202006
2212,32402,1890,0,47,40,2,20,138,2,276,2020-06-07,202006
2213,14409,1264,0,54,50,2,10,86,15,1290,2020-06-07,202006
2214,48983,1791,0,25,20,1,20,151,2,302,2020-06-07,202006
2215,30517,1679,0,49,40,1,10,73,16,1168,2020-06-07,202006
2216,29825,1711,0,55,50,1,10,91,17,1547,2020-06-07,202006
2217,42236,1886,1,48,40,1,10,40,5,200,2020-06-07,202006
2218,27400,1785,1,59,50,1,20,109,7,763,2020-06-07,202006
2219,48629,1967,0,45,40,2,20,262,4,1048,2020-06-07,202006
2220,27486,1113,1,71,70,2,10,79,8,632,2020-06-07,202006
2221,11029,1136,1,52,50,2,10,55,14,770,2020-06-07,202006
2222,15316,1877,1,35,30,2,10,82,4,328,2020-06-08,202006
2223,31460,1904,1,38,30,1,10,37,2,74,2020-06-08,202006
2224,34149,1017,1,51,50,1,30,1624,2,3248,2020-06-08,202006
2225,41429,1283,1,30,30,1,20,134,3,402,2020-06-08,202006
2226,47918,1157,0,54,50,3,10,42,4,168,2020-06-08,202006
2227,38528,1829,1,37,30,2,10,23,6,138,2020-06-08,202006
2228,44719,1934,1,37,30,2,20,215,5,1075,2020-06-08,202006
2229,11499,1224,1,68,60,2,20,324,2,648,2020-06-08,202006
2230,49032,1797,0,36,30,3,20,127,1,127,2020-06-08,202006
2231,45353,1467,1,45,40,1,10,79,13,1027,2020-06-08,202006
2232,29962,1770,1,58,50,1,10,65,18,1170,2020-06-08,202006
2233,11218,1908,1,42,40,4,10,55,10,550,2020-06-08,202006
2234,37507,1985,1,39,30,3,20,243,4,972,2020-06-08,202006
2235,32052,1154,1,45,40,2,10,30,16,480,2020-06-08,202006
2236,13071,1821,1,50,50,1,30,1502,1,1502,2020-06-08,202006
2237,11176,1891,0,29,20,1,10,94,18,1692,2020-06-08,202006
2238,34268,1573,1,52,50,3,10,71,3,213,2020-06-08,202006
2239,24266,1879,1,38,30,2,10,54,7,378,2020-06-08,202006
2240,21519,1768,1,48,40,3,20,268,9,2412,2020-06-08,202006
2241,11439,1812,0,33,30,3,10,6,13,78,2020-06-08,202006
2242,19774,1921,0,60,60,4,20,418,3,1254,2020-06-08,202006
2243,30522,1878,1,66,60,1,10,9,15,135,2020-06-08,202006
2244,22795,1075,0,44,40,1,30,1543,1,1543,2020-06-09,202006
2245,33648,1397,1,41,40,1,10,65,9,585,2020-06-09,202006
2246,11048,1764,0,54,50,1,10,25,6,150,2020-06-09,202006
2247,28239,1605,0,53,50,1,10,38,3,114,2020-06-09,202006
2248,13117,1827,1,34,30,3,10,10,8,80,2020-06-09,202006
2249,19786,1518,1,43,40,3,10,71,16,1136,2020-06-09,202006
2250,40366,1539,0,48,40,2,10,50,19,950,2020-06-09,202006
2251,45637,1574,0,42,40,2,10,11,1,11,2020-06-09,202006
2252,35141,1673,0,35,30,2,20,310,5,1550,2020-06-09,202006
2253,13263,1429,0,29,20,3,10,83,12,996,2020-06-09,202006
2254,35048,1815,1,21,20,2,10,73,7,511,2020-06-09,202006
2255,48216,1415,1,39,30,2,10,25,14,350,2020-06-09,202006
2256,40494,1254,1,54,50,1,10,79,14,1106,2020-06-09,202006
2257,19688,1836,1,48,40,2,20,487,10,4870,2020-06-09,202006
2258,26763,1845,0,69,60,3,10,84,18,1512,2020-06-09,202006
2259,30099,1251,1,49,40,4,20,490,8,3920,2020-06-09,202006
2260,16360,1463,0,49,40,2,20,328,8,2624,2020-06-10,202006
2261,33781,1484,0,44,40,1,10,97,5,485,2020-06-10,202006
2262,46895,1447,1,17,10,3,10,60,18,1080,2020-06-10,202006
2263,16576,1199,1,41,40,3,10,17,15,255,2020-06-10,202006
2264,48567,1192,1,51,50,1,20,318,4,1272,2020-06-10,202006
2265,16001,1015,0,61,60,3,10,100,19,1900,2020-06-10,202006
2266,11106,1198,0,51,50,2,20,357,7,2499,2020-06-10,202006
2267,19642,1011,0,37,30,3,20,290,6,1740,2020-06-10,202006
2268,16299,1328,0,52,50,3,10,96,14,1344,2020-06-10,202006
2269,35801,1409,0,40,40,2,20,384,2,768,2020-06-11,202006
2270,30355,1152,1,33,30,3,10,65,4,260,2020-06-11,202006
2271,31349,1295,1,55,50,1,10,89,17,1513,2020-06-11,202006
2272,42323,1826,1,46,40,2,20,367,7,2569,2020-06-11,202006
2273,47307,1039,1,48,40,3,10,7,13,91,2020-06-11,202006
2274,23004,1785,1,59,50,3,20,397,6,2382,2020-06-11,202006
2275,11827,1959,0,45,40,2,10,19,6,114,2020-06-11,202006
2276,42631,1217,0,56,50,1,10,56,1,56,2020-06-11,202006
2277,19098,1729,1,45,40,3,20,279,3,837,2020-06-11,202006
2278,44968,1470,1,61,60,2,10,45,19,855,2020-06-11,202006
2279,13764,1560,0,46,40,1,10,48,4,192,2020-06-11,202006
2280,23643,1107,1,23,20,3,10,17,11,187,2020-06-11,202006
2281,41073,1864,1,53,50,3,10,17,7,119,2020-06-11,202006
2282,35583,1767,0,47,40,3,10,77,11,847,2020-06-11,202006
2283,10280,1070,1,38,30,3,10,96,11,1056,2020-06-11,202006
2284,37537,1146,1,55,50,1,10,20,13,260,2020-06-11,202006
2285,21545,1201,1,46,40,2,10,13,3,39,2020-06-11,202006
2286,48228,1078,1,36,30,1,10,81,11,891,2020-06-11,202006
2287,27789,1888,0,42,40,2,10,57,15,855,2020-06-12,202006
2288,46449,1156,1,56,50,2,20,256,5,1280,2020-06-12,202006
2289,19592,1308,1,39,30,3,20,386,5,1930,2020-06-12,202006
2290,42000,1295,1,55,50,1,10,79,6,474,2020-06-12,202006
2291,13986,1575,1,44,40,2,20,429,5,2145,2020-06-12,202006
2292,43130,1253,1,48,40,1,30,1884,3,5652,2020-06-12,202006
2293,11815,1019,0,53,50,2,10,41,11,451,2020-06-12,202006
2294,35301,1886,1,48,40,2,10,60,3,180,2020-06-12,202006
2295,24465,1139,1,29,20,3,10,54,12,648,2020-06-12,202006
2296,35674,1468,1,33,30,3,20,357,10,3570,2020-06-12,202006
2297,32274,1072,1,50,50,3,10,3,8,24,2020-06-12,202006
2298,41911,1058,1,12,10,3,10,90,10,900,2020-06-12,202006
2299,24903,1426,0,53,50,2,30,511,2,1022,2020-06-12,202006
2300,39057,1371,1,47,40,1,20,304,1,304,2020-06-12,202006
2301,15762,1838,0,42,40,2,10,97,16,1552,2020-06-12,202006
2302,46503,1657,1,54,50,1,10,6,9,54,2020-06-12,202006
2303,10657,1732,0,51,50,2,20,145,4,580,2020-06-12,202006
2304,32036,1772,1,54,50,1,10,7,1,7,2020-06-13,202006
2305,36719,1626,0,35,30,1,10,27,2,54,2020-06-13,202006
2306,25241,1171,0,47,40,1,10,23,9,207,2020-06-13,202006
2307,28888,1174,0,48,40,2,10,3,19,57,2020-06-13,202006
2308,23911,1995,1,35,30,3,20,228,6,1368,2020-06-13,202006
2309,12593,1436,0,18,10,2,10,75,5,375,2020-06-13,202006
2310,34861,1373,0,62,60,1,20,277,4,1108,2020-06-13,202006
2311,34609,1402,0,28,20,3,20,430,2,860,2020-06-13,202006
2312,10576,1164,1,36,30,1,20,475,4,1900,2020-06-13,202006
2313,45284,1413,0,35,30,2,10,42,8,336,2020-06-13,202006
2314,47392,1549,1,47,40,2,20,334,4,1336,2020-06-13,202006
2315,15876,1004,1,55,50,2,10,85,9,765,2020-06-13,202006
2316,12599,1737,1,27,20,2,30,1149,3,3447,2020-06-13,202006
2317,39621,1024,0,48,40,3,10,81,4,324,2020-06-13,202006
2318,41736,1195,0,39,30,1,10,9,3,27,2020-06-13,202006
2319,43761,1031,0,51,50,3,10,97,7,679,2020-06-13,202006
2320,37491,1359,0,48,40,2,20,485,4,1940,2020-06-13,202006
2321,10784,1091,1,48,40,2,10,75,9,675,2020-06-13,202006
2322,41270,1101,0,46,40,1,20,375,1,375,2020-06-13,202006
2323,25279,1027,0,50,50,2,10,53,5,265,2020-06-14,202006
2324,33567,1757,0,56,50,2,10,15,3,45,2020-06-14,202006
2325,21751,1895,1,47,40,2,10,85,8,680,2020-06-14,202006
2326,10486,1555,1,47,40,4,10,12,9,108,2020-06-14,202006
2327,21358,1179,0,49,40,1,20,469,4,1876,2020-06-14,202006
2328,47666,1655,1,39,30,2,10,88,8,704,2020-06-14,202006
2329,40788,1476,0,52,50,2,20,137,8,1096,2020-06-14,202006
2330,49584,1557,0,19,10,1,10,100,8,800,2020-06-14,202006
2331,33858,1554,0,53,50,2,20,244,2,488,2020-06-14,202006
2332,44807,1198,0,51,50,3,30,1915,3,5745,2020-06-14,202006
2333,15709,1370,0,43,40,3,20,175,1,175,2020-06-14,202006
2334,18506,1784,0,29,20,2,10,97,8,776,2020-06-14,202006
2335,18768,1654,1,45,40,2,10,63,16,1008,2020-06-14,202006
2336,28509,1238,1,54,50,1,10,72,9,648,2020-06-14,202006
2337,45116,1116,0,47,40,2,20,297,2,594,2020-06-14,202006
2338,34721,1340,0,45,40,2,10,36,20,720,2020-06-14,202006
2339,48916,1338,0,42,40,2,10,12,9,108,2020-06-14,202006
2340,13216,1193,0,31,30,1,10,42,10,420,2020-06-14,202006
2341,38800,1334,1,54,50,3,20,472,4,1888,2020-06-14,202006
2342,20082,1728,1,40,40,3,10,82,16,1312,2020-06-14,202006
2343,35541,1351,1,47,40,1,10,86,1,86,2020-06-14,202006
2344,11099,1692,1,51,50,3,10,12,12,144,2020-06-15,202006
2345,27010,1796,1,40,40,3,20,103,6,618,2020-06-15,202006
2346,42384,1618,0,49,40,1,10,64,8,512,2020-06-15,202006
2347,38527,1814,1,26,20,1,20,266,1,266,2020-06-15,202006
2348,30237,1081,0,54,50,3,10,33,11,363,2020-06-15,202006
2349,26085,1916,0,50,50,2,30,641,3,1923,2020-06-15,202006
2350,13555,1779,0,37,30,1,10,49,10,490,2020-06-15,202006
2351,38572,1799,1,45,40,4,10,41,16,656,2020-06-15,202006
2352,21057,1286,0,38,30,3,20,225,6,1350,2020-06-15,202006
2353,16574,1674,0,48,40,1,20,310,1,310,2020-06-15,202006
2354,28454,1972,0,37,30,3,30,855,2,1710,2020-06-15,202006
2355,24361,1922,0,55,50,3,20,488,5,2440,2020-06-15,202006
2356,39415,1275,1,51,50,3,20,495,8,3960,2020-06-15,202006
2357,45251,1787,1,59,50,2,10,27,4,108,2020-06-15,202006
2358,46731,1739,1,54,50,2,10,6,13,78,2020-06-15,202006
2359,37065,1088,0,55,50,2,20,168,6,1008,2020-06-15,202006
2360,48798,1718,1,39,30,1,20,446,9,4014,2020-06-15,202006
2361,23262,1975,0,45,40,1,30,1091,5,5455,2020-06-16,202006
2362,44721,1079,1,28,20,3,10,46,4,184,2020-06-16,202006
2363,22560,1775,1,51,50,1,10,43,4,172,2020-06-16,202006
2364,32144,1048,1,51,50,2,30,1820,3,5460,2020-06-16,202006
2365,18607,1150,0,59,50,3,10,8,13,104,2020-06-16,202006
2366,36894,1954,1,40,40,3,10,66,14,924,2020-06-16,202006
2367,48526,1274,1,56,50,2,30,862,1,862,2020-06-16,202006
2368,44285,1407,1,37,30,2,30,1490,5,7450,2020-06-16,202006
2369,21607,1297,1,36,30,2,20,141,4,564,2020-06-16,202006
2370,14479,1507,0,28,20,2,10,16,2,32,2020-06-17,202006
2371,12904,1889,1,38,30,2,20,219,2,438,2020-06-17,202006
2372,36847,1900,0,46,40,1,20,303,6,1818,2020-06-17,202006
2373,37972,1668,0,28,20,1,20,207,1,207,2020-06-17,202006
2374,20669,1512,0,40,40,3,10,6,16,96,2020-06-17,202006
2375,33859,1818,1,47,40,1,20,219,5,1095,2020-06-17,202006
2376,30824,1985,1,39,30,1,10,50,7,350,2020-06-17,202006
2377,18493,1550,1,50,50,1,20,304,9,2736,2020-06-17,202006
2378,21050,1664,1,36,30,3,20,349,7,2443,2020-06-17,202006
2379,36960,1643,0,46,40,2,10,29,3,87,2020-06-17,202006
2380,43010,1839,1,46,40,2,30,937,4,3748,2020-06-17,202006
2381,44099,1349,1,37,30,3,10,5,4,20,2020-06-17,202006
2382,12971,1389,0,38,30,2,10,10,4,40,2020-06-17,202006
2383,20716,1133,1,45,40,1,10,12,7,84,2020-06-17,202006
2384,20207,1042,0,41,40,1,10,18,6,108,2020-06-17,202006
2385,25003,1846,1,53,50,1,10,12,12,144,2020-06-17,202006
2386,29778,1595,1,33,30,2,10,46,3,138,2020-06-17,202006
2387,22600,1626,0,35,30,1,10,49,16,784,2020-06-17,202006
2388,31804,1657,1,54,50,1,10,42,12,504,2020-06-17,202006
2389,23882,1492,1,45,40,4,10,9,8,72,2020-06-17,202006
2390,39703,1022,1,42,40,2,10,21,10,210,2020-06-17,202006
2391,13341,1853,0,51,50,3,30,1891,5,9455,2020-06-18,202006
2392,40014,1850,1,37,30,1,10,6,11,66,2020-06-18,202006
2393,47742,1779,0,37,30,3,10,47,19,893,2020-06-18,202006
2394,48806,1762,1,52,50,2,10,90,17,1530,2020-06-18,202006
2395,24874,1767,0,47,40,3,10,90,6,540,2020-06-18,202006
2396,21651,1423,0,43,40,2,10,72,5,360,2020-06-18,202006
2397,19833,1971,1,37,30,1,10,39,7,273,2020-06-18,202006
2398,19893,1543,1,48,40,2,20,115,1,115,2020-06-18,202006
2399,25366,1901,1,45,40,2,10,3,7,21,2020-06-18,202006
2400,28955,1517,1,51,50,3,10,52,1,52,2020-06-18,202006
2401,32768,1786,0,38,30,4,20,246,9,2214,2020-06-18,202006
2402,34904,1033,0,30,30,1,20,370,1,370,2020-06-18,202006
2403,17473,1692,1,51,50,3,20,141,6,846,2020-06-18,202006
2404,22769,1284,0,29,20,2,20,381,10,3810,2020-06-19,202006
2405,41143,1243,0,46,40,2,10,17,3,51,2020-06-19,202006
2406,39318,1790,1,51,50,2,10,3,6,18,2020-06-19,202006
