,CUSTNO,년도,반기,구매합계,평균구매,구매빈도,고정고객여부
23643,5921,2015,1,2922908,4021,727,고정고객
23647,5922,2015,1,25695736,50483,509,고정고객
23650,5923,2015,1,74500,9313,8,비고정고객
23654,5924,2015,1,18201220,147977,123,고정고객
23658,5925,2015,1,6252617,12530,499,고정고객
23662,5926,2015,1,1857198,3197,581,고정고객
23666,5927,2015,1,24056844,48698,494,고정고객
23670,5928,2015,1,2500482,6220,402,고정고객
23674,5929,2015,1,4571720,6288,727,고정고객
23678,5930,2015,1,19122556,54019,354,고정고객
23682,5931,2015,1,3185976,5550,574,고정고객
23686,5932,2015,1,16815453,48740,345,고정고객
23690,5933,2015,1,2836772,4358,651,고정고객
23694,5934,2015,1,16870140,106773,158,고정고객
23698,5935,2015,1,3890296,5257,740,고정고객
23702,5936,2015,1,17161586,32940,521,고정고객
23706,5937,2015,1,2953015,8737,338,고정고객
23710,5938,2015,1,11709080,96769,121,고정고객
23714,5939,2015,1,25790810,117231,220,고정고객
23718,5940,2015,1,5075948,8767,579,고정고객
23722,5941,2015,1,3887662,4841,803,고정고객
23726,5942,2015,1,18269334,67664,270,고정고객
23730,5943,2015,1,9470555,8403,1127,고정고객
23734,5944,2015,1,90651040,241736,375,고정고객
23738,5945,2015,1,4714799,7964,592,고정고객
23742,5946,2015,1,1766084,8253,214,고정고객
23746,5947,2015,1,72236495,396904,182,고정고객
23750,5948,2015,1,47274980,217857,217,고정고객
23754,5949,2015,1,2178958,4306,506,고정고객
23758,5950,2015,1,7572414,35057,216,고정고객
23762,5951,2015,1,1079149,4405,245,고정고객
23766,5952,2015,1,1783298,4481,398,고정고객
23770,5953,2015,1,16648111,73018,228,고정고객
23774,5954,2015,1,11220850,75308,149,고정고객
23778,5955,2015,1,1813934,3059,593,고정고객
23782,5956,2015,1,82551350,262068,315,고정고객
23786,5957,2015,1,15055068,52640,286,고정고객
23790,5958,2015,1,2582570,15844,163,고정고객
23794,5959,2015,1,9589360,8838,1085,고정고객
23798,5960,2015,1,8749084,9931,881,고정고객
23802,5961,2015,1,3106908,4610,674,고정고객
23806,5962,2015,1,2145383,4517,475,고정고객
23810,5963,2015,1,10897550,60880,179,고정고객
23814,5964,2015,1,3970270,5013,792,고정고객
23818,5965,2015,1,84434335,170574,495,고정고객
23822,5966,2015,1,8947970,32897,272,고정고객
23826,5967,2015,1,34969840,273202,128,고정고객
23830,5968,2015,1,5962021,27100,220,고정고객
23834,5969,2015,1,2822617,5502,513,고정고객
23838,5970,2015,1,20787282,94488,220,고정고객
23842,5971,2015,1,13392648,46502,288,고정고객
23846,5972,2015,1,4694392,8428,557,고정고객
23850,5973,2015,1,4227842,7202,587,고정고객
23854,5974,2015,1,2110874,13276,159,고정고객
23858,5975,2015,1,12006974,32190,373,고정고객
23862,5976,2015,1,16643020,97900,170,고정고객
23866,5977,2015,1,4929310,53003,93,고정고객
23870,5978,2015,1,4018564,9389,428,고정고객
23874,5979,2015,1,3666898,9010,407,고정고객
23878,5980,2015,1,4819628,7015,687,고정고객
23882,5981,2015,1,3046633,4279,712,고정고객
23886,5982,2015,1,3514979,8615,408,고정고객
23890,5983,2015,1,3616414,7519,481,고정고객
23894,5984,2015,1,4128870,12783,323,고정고객
23898,5985,2015,1,2383690,7999,298,고정고객
23902,5986,2015,1,1147267,2798,410,고정고객
23906,5987,2015,1,2058407,3637,566,고정고객
23910,5988,2015,1,6562581,9751,673,고정고객
23914,5989,2015,1,3075058,3264,942,고정고객
23918,5990,2015,1,6122975,25727,238,고정고객
23922,5991,2015,1,3682945,4569,806,고정고객
23926,5992,2015,1,1733157,5935,292,고정고객
23930,5993,2015,1,4392348,24538,179,고정고객
23934,5994,2015,1,1507081,3076,490,고정고객
23938,5995,2015,1,3670104,3330,1102,고정고객
23942,5996,2015,1,5466500,39612,138,고정고객
23946,5997,2015,1,3754527,14440,260,고정고객
23950,5998,2015,1,2551291,9851,259,고정고객
23954,5999,2015,1,21419350,69543,308,고정고객
23958,6000,2015,1,4854820,29784,163,고정고객
23962,6001,2015,1,11141470,43864,254,고정고객
23966,6002,2015,1,3233904,3667,882,고정고객
23970,6003,2015,1,4290551,26985,159,고정고객
23974,6004,2015,1,12816811,27040,474,고정고객
23978,6005,2015,1,15087390,121673,124,고정고객
23982,6006,2015,1,8435078,30125,280,고정고객
23986,6007,2015,1,2984564,6218,480,고정고객
23990,6008,2015,1,45071038,139972,322,고정고객
23994,6009,2015,1,2622467,5616,467,고정고객
23998,6010,2015,1,2091131,3946,530,고정고객
24002,6011,2015,1,18493730,105078,176,고정고객
24006,6012,2015,1,160385530,651974,246,고정고객
24010,6013,2015,1,20359465,63032,323,고정고객
24014,6014,2015,1,2056096,4499,457,고정고객
24018,6015,2015,1,104953560,409975,256,고정고객
24022,6016,2015,1,2336567,3769,620,고정고객
24026,6017,2015,1,2464001,5600,440,고정고객
24030,6018,2015,1,2456376,3499,702,고정고객
24034,6019,2015,1,37007986,72281,512,고정고객
24038,6020,2015,1,10531894,20732,508,고정고객
24042,6021,2015,1,8272778,14565,568,고정고객
24046,6022,2015,1,10332038,16068,643,고정고객
24050,6023,2015,1,7957020,32611,244,고정고객
24054,6024,2015,1,15207460,77195,197,고정고객
24058,6025,2015,1,5439820,10303,528,고정고객
24062,6026,2015,1,4256337,25641,166,고정고객
24066,6027,2015,1,2906694,5677,512,고정고객
24070,6028,2015,1,1282312,2580,497,고정고객
24074,6029,2015,1,22987380,91950,250,고정고객
24078,6030,2015,1,4210359,3445,1222,고정고객
24082,6031,2015,1,3651960,4212,867,고정고객
24086,6032,2015,1,4047740,5979,677,고정고객
24090,6033,2015,1,6876437,13457,511,고정고객
24094,6034,2015,1,3915956,4211,930,고정고객
24098,6035,2015,1,5563040,37087,150,고정고객
24102,6036,2015,1,10521950,45159,233,고정고객
24106,6037,2015,1,2832372,7415,382,고정고객
24110,6038,2015,1,15828370,76837,206,고정고객
24114,6039,2015,1,2669478,3835,696,고정고객
24118,6040,2015,1,2696294,2934,919,고정고객
24122,6041,2015,1,9873349,49615,199,고정고객
24126,6042,2015,1,12379849,24418,507,고정고객
24130,6043,2015,1,4087133,4936,828,고정고객
24134,6044,2015,1,3150789,6910,456,고정고객
24138,6045,2015,1,2284109,4461,512,고정고객
24142,6046,2015,1,6154266,13292,463,고정고객
24146,6047,2015,1,5577662,15281,365,고정고객
24150,6048,2015,1,3127988,4676,669,고정고객
24154,6049,2015,1,2433014,6991,348,고정고객
24158,6050,2015,1,7191859,28314,254,고정고객
24162,6051,2015,1,11316250,69002,164,고정고객
24166,6052,2015,1,1828569,10884,168,고정고객
24170,6053,2015,1,2923497,7633,383,고정고객
24174,6054,2015,1,6360750,10129,628,고정고객
24178,6055,2015,1,3504654,12517,280,고정고객
24182,6056,2015,1,21008540,116714,180,고정고객
24186,6057,2015,1,1385471,4984,278,고정고객
24190,6058,2015,1,2615920,7495,349,고정고객
24194,6059,2015,1,7587220,44370,171,고정고객
24198,6060,2015,1,5958465,13511,441,고정고객
24202,6061,2015,1,4000792,7144,560,고정고객
24206,6062,2015,1,2613282,6633,394,고정고객
24210,6063,2015,1,3036921,8483,358,고정고객
24214,6064,2015,1,2229000,3175,702,고정고객
24218,6065,2015,1,1875174,21069,89,고정고객
24222,6066,2015,1,5652158,9712,582,고정고객
24226,6067,2015,1,8386786,30387,276,고정고객
24230,6068,2015,1,11497710,92723,124,고정고객
24234,6069,2015,1,3842323,5199,739,고정고객
24238,6070,2015,1,17240608,69239,249,고정고객
24242,6071,2015,1,10956747,57972,189,고정고객
24246,6072,2015,1,10994431,34683,317,고정고객
24250,6073,2015,1,4787538,6820,702,고정고객
24254,6074,2015,1,5147700,6516,790,고정고객
24258,6075,2015,1,4483403,7038,637,고정고객
24262,6076,2015,1,18240176,87274,209,고정고객
24266,6077,2015,1,3213013,6288,511,고정고객
24270,6078,2015,1,6141420,41496,148,고정고객
24274,6079,2015,1,11538020,42733,270,고정고객
24278,6080,2015,1,5253630,38916,135,고정고객
24282,6081,2015,1,41048420,146602,280,고정고객
24286,6082,2015,1,2937049,5379,546,고정고객
24290,6083,2015,1,13576230,67881,200,고정고객
24294,6084,2015,1,2312311,4778,484,고정고객
24298,6085,2015,1,3864823,8018,482,고정고객
24302,6086,2015,1,5877148,7356,799,고정고객
24306,6087,2015,1,18329670,120590,152,고정고객
24310,6088,2015,1,20771356,105438,197,고정고객
24314,6089,2015,1,2796213,7517,372,고정고객
24318,6090,2015,1,3763405,9025,417,고정고객
24322,6091,2015,1,2172650,10496,207,고정고객
24326,6092,2015,1,8559239,12405,690,고정고객
24330,6093,2015,1,2195373,3865,568,고정고객
24334,6094,2015,1,4214856,19158,220,고정고객
24338,6095,2015,1,5512845,10421,529,고정고객
24342,6096,2015,1,15853120,75491,210,고정고객
24346,6097,2015,1,1984346,7812,254,고정고객
24350,6098,2015,1,141964,5915,24,고정고객
24354,6099,2015,1,7529729,70371,107,고정고객
24358,6100,2015,1,15394782,54591,282,고정고객
24362,6101,2015,1,5554694,7947,699,고정고객
24366,6102,2015,1,4515010,30507,148,고정고객
24370,6103,2015,1,2796623,6299,444,고정고객
24374,6104,2015,1,3669348,6370,576,고정고객
24378,6105,2015,1,2693892,5756,468,고정고객
24382,6106,2015,1,3756212,4520,831,고정고객
24386,6107,2015,1,19815120,103204,192,고정고객
24390,6108,2015,1,4245462,6013,706,고정고객
24394,6109,2015,1,31557884,149563,211,고정고객
24398,6110,2015,1,18691351,105008,178,고정고객
24402,6111,2015,1,2344976,6270,374,고정고객
24406,6112,2015,1,5247097,7561,694,고정고객
24410,6113,2015,1,16577650,135882,122,고정고객
24414,6114,2015,1,8594867,21650,397,고정고객
24418,6115,2015,1,7265063,28490,255,고정고객
24422,6116,2015,1,6756640,27466,246,고정고객
24426,6117,2015,1,6916957,10641,650,고정고객
24430,6118,2015,1,2197290,9430,233,고정고객
24434,6119,2015,1,6482770,29202,222,고정고객
24438,6120,2015,1,3095543,5412,572,고정고객
24442,6121,2015,1,10416830,36679,284,고정고객
24446,6122,2015,1,3059906,6095,502,고정고객
24450,6123,2015,1,29620350,160980,184,고정고객
24454,6124,2015,1,3825950,25006,153,고정고객
24458,6125,2015,1,18943858,126292,150,고정고객
24462,6126,2015,1,9084447,14771,615,고정고객
24466,6127,2015,1,3072257,6523,471,고정고객
24470,6128,2015,1,89944920,364149,247,고정고객
24474,6129,2015,1,4332410,27595,157,고정고객
24478,6130,2015,1,2699490,11586,233,고정고객
24482,6131,2015,1,4073077,26109,156,고정고객
24486,6132,2015,1,10050536,43321,232,고정고객
24490,6133,2015,1,32265676,96315,335,고정고객
24494,6134,2015,1,13683920,86607,158,고정고객
24498,6135,2015,1,5747804,12152,473,고정고객
24502,6136,2015,1,38728544,160035,242,고정고객
24506,6137,2015,1,41174461,167376,246,고정고객
24510,6138,2015,1,23483490,195696,120,고정고객
24514,6139,2015,1,7879866,59696,132,고정고객
24518,6140,2015,1,3474088,5201,668,고정고객
24522,6141,2015,1,4203480,18436,228,고정고객
24526,6142,2015,1,11286156,31882,354,고정고객
24530,6143,2015,1,2458541,5231,470,고정고객
24534,6144,2015,1,24117910,100074,241,고정고객
24538,6145,2015,1,2324270,5767,403,고정고객
24542,6146,2015,1,21189120,84084,252,고정고객
24546,6147,2015,1,3279659,9136,359,고정고객
24550,6148,2015,1,3158719,4707,671,고정고객
24554,6149,2015,1,27352542,92407,296,고정고객
24558,6150,2015,1,3424520,21674,158,고정고객
24562,6151,2015,1,4305376,6013,716,고정고객
24566,6152,2015,1,24716600,146252,169,고정고객
24570,6153,2015,1,9544074,9090,1050,고정고객
24574,6154,2015,1,4764226,7274,655,고정고객
24578,6155,2015,1,4288472,14737,291,고정고객
24582,6156,2015,1,1234786,3158,391,고정고객
24586,6157,2015,1,11198947,41632,269,고정고객
24590,6158,2015,1,8413840,43595,193,고정고객
24594,6159,2015,1,5116012,6112,837,고정고객
24598,6160,2015,1,23221030,177260,131,고정고객
24602,6161,2015,1,3378874,5949,568,고정고객
24606,6162,2015,1,5720025,29948,191,고정고객
24610,6163,2015,1,3907510,10202,383,고정고객
24614,6164,2015,1,7580746,29612,256,고정고객
24618,6165,2015,1,8296020,47136,176,고정고객
24622,6166,2015,1,2091100,4060,515,고정고객
24626,6167,2015,1,3994225,7032,568,고정고객
24630,6168,2015,1,13424524,56644,237,고정고객
24634,6169,2015,1,13815150,53547,258,고정고객
24638,6170,2015,1,2337407,5386,434,고정고객
24642,6171,2015,1,5748926,21613,266,고정고객
24646,6172,2015,1,3842785,6320,608,고정고객
24650,6173,2015,1,20419913,89561,228,고정고객
24654,6174,2015,1,2997929,11620,258,고정고객
24658,6175,2015,1,4734163,9525,497,고정고객
24662,6176,2015,1,29465980,152673,193,고정고객
24666,6177,2015,1,6869848,25444,270,고정고객
24670,6178,2015,1,3689829,6923,533,고정고객
24674,6179,2015,1,10217551,30409,336,고정고객
24678,6180,2015,1,2831594,8555,331,고정고객
24682,6181,2015,1,20506160,172321,119,고정고객
24686,6182,2015,1,2539039,4348,584,고정고객
24690,6183,2015,1,27825865,103828,268,고정고객
24694,6184,2015,1,5843804,13654,428,고정고객
24698,6185,2015,1,8038089,25681,313,고정고객
24702,6186,2015,1,4348642,5790,751,고정고객
24706,6187,2015,1,6779729,23623,287,고정고객
24710,6188,2015,1,5981326,10738,557,고정고객
24714,6189,2015,1,6696121,10382,645,고정고객
24718,6190,2015,1,2638794,7716,342,고정고객
24722,6191,2015,1,2110579,6658,317,고정고객
24726,6192,2015,1,15966560,115700,138,고정고객
24730,6193,2015,1,4502458,6044,745,고정고객
24734,6194,2015,1,5534330,14998,369,고정고객
24738,6195,2015,1,2978328,8182,364,고정고객
24742,6196,2015,1,21400320,158521,135,고정고객
24746,6197,2015,1,7227689,6335,1141,고정고객
24750,6198,2015,1,3877460,24856,156,고정고객
24754,6199,2015,1,2927198,6011,487,고정고객
24758,6200,2015,1,247284787,787531,314,고정고객
24762,6201,2015,1,4638946,7836,592,고정고객
24766,6202,2015,1,19479990,117349,166,고정고객
24770,6203,2015,1,3869061,8560,452,고정고객
24774,6204,2015,1,3680825,9111,404,고정고객
24778,6205,2015,1,4918720,42040,117,고정고객
24782,6206,2015,1,3750744,6546,573,고정고객
24786,6207,2015,1,187333662,514653,364,고정고객
24790,6208,2015,1,3375284,10818,312,고정고객
24794,6209,2015,1,2725118,4073,669,고정고객
24798,6210,2015,1,2937296,6056,485,고정고객
24802,6211,2015,1,11435586,26844,426,고정고객
24806,6212,2015,1,3658791,7347,498,고정고객
24810,6213,2015,1,8876121,11336,783,고정고객
24814,6214,2015,1,15154680,25994,583,고정고객
24818,6215,2015,1,4377213,7599,576,고정고객
24822,6216,2015,1,31478297,69952,450,고정고객
24826,6217,2015,1,32163480,306319,105,고정고객
24830,6218,2015,1,7756360,47295,164,고정고객
24834,6219,2015,1,2958309,5023,589,고정고객
24838,6220,2015,1,5911540,35398,167,고정고객
24842,6221,2015,1,22734090,180429,126,고정고객
24846,6222,2015,1,7373830,26525,278,고정고객
24850,6223,2015,1,6989460,24962,280,고정고객
24854,6224,2015,1,15847370,105649,150,고정고객
24858,6225,2015,1,3567923,7107,502,고정고객
24862,6226,2015,1,10253180,43817,234,고정고객
24866,6227,2015,1,8778951,15058,583,고정고객
24870,6228,2015,1,14051245,95587,147,고정고객
24874,6229,2015,1,14706490,167119,88,고정고객
24878,6230,2015,1,18688330,62087,301,고정고객
24882,6231,2015,1,5725320,32904,174,고정고객
24886,6232,2015,1,4711829,7249,650,고정고객
24890,6233,2015,1,1199237,3496,343,고정고객
24894,6234,2015,1,6993538,11894,588,고정고객
24898,6235,2015,1,2461531,7505,328,고정고객
24902,6236,2015,1,23243142,82131,283,고정고객
24906,6237,2015,1,3088130,5234,590,고정고객
24910,6238,2015,1,22671900,107961,210,고정고객
24914,6239,2015,1,7033719,28592,246,고정고객
24918,6240,2015,1,2732719,4191,652,고정고객
24922,6241,2015,1,5447540,43234,126,고정고객
24926,6242,2015,1,17713760,113550,156,고정고객
24930,6243,2015,1,12562226,34512,364,고정고객
24934,6244,2015,1,3176800,9455,336,고정고객
24938,6245,2015,1,3295876,10736,307,고정고객
24942,6246,2015,1,1493414,3334,448,고정고객
24946,6247,2015,1,12952690,43907,295,고정고객
24950,6248,2015,1,1015822,3097,328,고정고객
24954,6249,2015,1,4685585,6942,675,고정고객
24958,6250,2015,1,7345566,7557,972,고정고객
24962,6251,2015,1,15367430,84436,182,고정고객
24966,6252,2015,1,16649684,50150,332,고정고객
24970,6253,2015,1,2437517,6124,398,고정고객
24974,6254,2015,1,5396421,19412,278,고정고객
24978,6255,2015,1,3595751,8323,432,고정고객
24982,6256,2015,1,8724210,54869,159,고정고객
24986,6257,2015,1,2636250,26101,101,고정고객
24990,6258,2015,1,12004867,29642,405,고정고객
24994,6259,2015,1,7254640,78855,92,고정고객
24998,6260,2015,1,2869648,8176,351,고정고객
25002,6261,2015,1,5908770,25251,234,고정고객
25006,6262,2015,1,1463380,3724,393,고정고객
25010,6263,2015,1,2624363,19585,134,고정고객
25014,6264,2015,1,9947760,72085,138,고정고객
25018,6265,2015,1,3254230,28546,114,고정고객
25022,6266,2015,1,12699650,41913,303,고정고객
25026,6267,2015,1,14301471,74487,192,고정고객
25030,6268,2015,1,1719956,5714,301,고정고객
25034,6269,2015,1,5836860,27403,213,고정고객
25038,6270,2015,1,4260004,7580,562,고정고객
25042,6271,2015,1,4434696,7794,569,고정고객
25046,6272,2015,1,922710,3861,239,고정고객
25050,6273,2015,1,4143332,9207,450,고정고객
25054,6274,2015,1,4492522,11519,390,고정고객
25058,6275,2015,1,3058222,6634,461,고정고객
25062,6276,2015,1,47005390,203487,231,고정고객
25066,6277,2015,1,7472840,20643,362,고정고객
25070,6278,2015,1,16124128,63732,253,고정고객
25074,6279,2015,1,5708200,17838,320,고정고객
25078,6280,2015,1,11708350,83631,140,고정고객
25082,6281,2015,1,4054914,6920,586,고정고객
25086,6282,2015,1,16058770,90728,177,고정고객
25090,6283,2015,1,7556064,29516,256,고정고객
25094,6284,2015,1,5915505,5933,997,고정고객
25098,6285,2015,1,4890988,17042,287,고정고객
25102,6286,2015,1,3122277,4034,774,고정고객
25106,6287,2015,1,56335750,473410,119,고정고객
25110,6288,2015,1,12461329,30173,413,고정고객
25114,6289,2015,1,5378790,33829,159,고정고객
25118,6290,2015,1,11609080,46436,250,고정고객
25122,6291,2015,1,23082580,153884,150,고정고객
25126,6292,2015,1,2121169,7856,270,고정고객
25130,6293,2015,1,5368578,21913,245,고정고객
25134,6294,2015,1,1517396,4398,345,고정고객
25138,6295,2015,1,3430163,4561,752,고정고객
25142,6296,2015,1,4570531,7773,588,고정고객
25146,6297,2015,1,5640730,20074,281,고정고객
25150,6298,2015,1,5085934,9578,531,고정고객
25154,6299,2015,1,28463140,235233,121,고정고객
25158,6300,2015,1,4574815,7650,598,고정고객
25162,6301,2015,1,48963137,132333,370,고정고객
25166,6302,2015,1,11262010,56879,198,고정고객
25170,6303,2015,1,11519760,31911,361,고정고객
25174,6304,2015,1,7705411,21111,365,고정고객
25178,6305,2015,1,2180148,4352,501,고정고객
25182,6306,2015,1,2417781,4914,492,고정고객
25186,6307,2015,1,3998612,13329,300,고정고객
25190,6308,2015,1,13242280,90701,146,고정고객
25194,6309,2015,1,2031690,13728,148,고정고객
25198,6310,2015,1,23005720,78251,294,고정고객
25202,6311,2015,1,1951567,6638,294,고정고객
25206,6312,2015,1,2596914,10820,240,고정고객
25210,6313,2015,1,4603127,6819,675,고정고객
25214,6314,2015,1,6398613,8079,792,고정고객
25218,6315,2015,1,13825630,83792,165,고정고객
25222,6316,2015,1,17796310,80892,220,고정고객
25226,6317,2015,1,11684060,67150,174,고정고객
25230,6318,2015,1,1355918,12914,105,고정고객
25234,6319,2015,1,5556944,7654,726,고정고객
25238,6320,2015,1,2504710,8433,297,고정고객
25242,6321,2015,1,60977652,121228,503,고정고객
25246,6322,2015,1,1352257,3577,378,고정고객
25250,6323,2015,1,40224290,163513,246,고정고객
25254,6324,2015,1,4900565,7528,651,고정고객
25258,6325,2015,1,8936556,27163,329,고정고객
25262,6326,2015,1,3236195,9927,326,고정고객
25266,6327,2015,1,3802178,4801,792,고정고객
25270,6328,2015,1,4169225,8240,506,고정고객
25274,6329,2015,1,4448300,20037,222,고정고객
25278,6330,2015,1,27613930,137383,201,고정고객
25282,6331,2015,1,4401490,21161,208,고정고객
25286,6332,2015,1,3123161,4613,677,고정고객
25290,6333,2015,1,24568073,84717,290,고정고객
25294,6334,2015,1,2835276,14540,195,고정고객
25298,6335,2015,1,13348660,48541,275,고정고객
25302,6336,2015,1,3053316,8099,377,고정고객
25306,6337,2015,1,2435838,5705,427,고정고객
25310,6338,2015,1,5224700,15057,347,고정고객
25314,6339,2015,1,3674560,8606,427,고정고객
25318,6340,2015,1,3438145,9966,345,고정고객
25322,6341,2015,1,5359670,34357,156,고정고객
25326,6342,2015,1,2186533,5878,372,고정고객
25330,6343,2015,1,4614120,34955,132,고정고객
25334,6344,2015,1,5476621,16446,333,고정고객
25337,6345,2015,1,3684540,19392,190,비고정고객
25341,6346,2015,1,3607063,8447,427,고정고객
25345,6347,2015,1,3398631,15309,222,고정고객
25349,6348,2015,1,2916844,5556,525,고정고객
25353,6349,2015,1,1697956,7195,236,고정고객
25357,6350,2015,1,6758174,8587,787,고정고객
25361,6351,2015,1,1752281,3658,479,고정고객
25365,6352,2015,1,8050635,28447,283,고정고객
25369,6353,2015,1,3877628,13849,280,고정고객
25373,6354,2015,1,5215242,19103,273,고정고객
25377,6355,2015,1,161352921,222249,726,고정고객
25381,6356,2015,1,10966500,48740,225,고정고객
25385,6357,2015,1,3974883,7430,535,고정고객
25389,6358,2015,1,5384691,27333,197,고정고객
25393,6359,2015,1,3243202,7542,430,고정고객
25397,6360,2015,1,39505923,111915,353,고정고객
25401,6361,2015,1,2493543,4469,558,고정고객
25405,6362,2015,1,25762730,110097,234,고정고객
25409,6363,2015,1,2616082,4697,557,고정고객
25413,6364,2015,1,6272387,7990,785,고정고객
25417,6365,2015,1,7338430,26303,279,고정고객
25421,6366,2015,1,5726327,8043,712,고정고객
25425,6367,2015,1,2466508,11526,214,고정고객
25429,6368,2015,1,8180100,22108,370,고정고객
25433,6369,2015,1,2959411,5352,553,고정고객
25437,6370,2015,1,4965156,19781,251,고정고객
25441,6371,2015,1,5302580,8377,633,고정고객
25445,6372,2015,1,4249117,9197,462,고정고객
25449,6373,2015,1,4929249,5423,909,고정고객
25453,6374,2015,1,15373479,33493,459,고정고객
25457,6375,2015,1,7510310,40596,185,고정고객
25461,6376,2015,1,32975056,58260,566,고정고객
25465,6377,2015,1,4609648,5635,818,고정고객
25469,6378,2015,1,2739147,5054,542,고정고객
25473,6379,2015,1,7105051,24930,285,고정고객
25477,6380,2015,1,7324880,38756,189,고정고객
25481,6381,2015,1,1343399,4957,271,고정고객
25485,6382,2015,1,29699530,151528,196,고정고객
25489,6383,2015,1,2565122,5400,475,고정고객
25493,6384,2015,1,21061030,89621,235,고정고객
25497,6385,2015,1,1950778,4325,451,고정고객
25501,6386,2015,1,1844140,17235,107,고정고객
25505,6387,2015,1,23112620,66799,346,고정고객
25509,6388,2015,1,9663210,74332,130,고정고객
25513,6389,2015,1,21413930,205903,104,고정고객
25517,6390,2015,1,3875168,6557,591,고정고객
25521,6391,2015,1,3120085,5082,614,고정고객
25525,6392,2015,1,2860771,4824,593,고정고객
25529,6393,2015,1,2067567,19323,107,고정고객
25533,6394,2015,1,3805974,7996,476,고정고객
25537,6395,2015,1,16380629,32959,497,고정고객
25541,6396,2015,1,3715191,9502,391,고정고객
25545,6397,2015,1,37846458,153847,246,고정고객
25549,6398,2015,1,4916649,8551,575,고정고객
25553,6399,2015,1,3229600,30758,105,고정고객
25557,6400,2015,1,6572210,46283,142,고정고객
25561,6401,2015,1,3167346,4087,775,고정고객
25565,6402,2015,1,8770047,15773,556,고정고객
25569,6403,2015,1,13125368,61048,215,고정고객
25573,6404,2015,1,85239164,382238,223,고정고객
25577,6405,2015,1,1593272,4700,339,고정고객
25581,6406,2015,1,3061381,9166,334,고정고객
25585,6407,2015,1,6596930,40472,163,고정고객
25589,6408,2015,1,11730010,82028,143,고정고객
25593,6409,2015,1,17614697,68540,257,고정고객
25597,6410,2015,1,12633990,37050,341,고정고객
25601,6411,2015,1,20799099,46635,446,고정고객
25605,6412,2015,1,3350260,6216,539,고정고객
25609,6413,2015,1,3089876,3987,775,고정고객
25613,6414,2015,1,12308008,60039,205,고정고객
25617,6415,2015,1,3585651,4121,870,고정고객
25621,6416,2015,1,2501881,6270,399,고정고객
25625,6417,2015,1,2796103,3508,797,고정고객
25629,6418,2015,1,34110878,58913,579,고정고객
25633,6419,2015,1,3030790,11351,267,고정고객
25637,6420,2015,1,19347490,75576,256,고정고객
25641,6421,2015,1,9449570,73825,128,고정고객
25645,6422,2015,1,2809623,4187,671,고정고객
25649,6423,2015,1,6922852,20978,330,고정고객
25653,6424,2015,1,16243840,93895,173,고정고객
25657,6425,2015,1,3592976,4116,873,고정고객
25661,6426,2015,1,2830650,6904,410,고정고객
25665,6427,2015,1,3697747,8701,425,고정고객
25669,6428,2015,1,4791930,41310,116,고정고객
25673,6429,2015,1,1748009,11134,157,고정고객
25677,6430,2015,1,2866004,4729,606,고정고객
25681,6431,2015,1,19380469,64174,302,고정고객
25685,6432,2015,1,5390192,13543,398,고정고객
25689,6433,2015,1,1597875,2808,569,고정고객
25693,6434,2015,1,5609874,13716,409,고정고객
25697,6435,2015,1,12047610,18171,663,고정고객
25701,6436,2015,1,6340659,18704,339,고정고객
25705,6437,2015,1,6276729,39230,160,고정고객
25709,6438,2015,1,2828802,5680,498,고정고객
25713,6439,2015,1,36517661,158772,230,고정고객
25717,6440,2015,1,10849962,21613,502,고정고객
25721,6441,2015,1,13124588,37499,350,고정고객
25725,6442,2015,1,13191970,113724,116,고정고객
25729,6443,2015,1,10453458,38432,272,고정고객
25733,6444,2015,1,3013366,8211,367,고정고객
25737,6445,2015,1,12816496,34827,368,고정고객
25741,6446,2015,1,4625450,39199,118,고정고객
25745,6447,2015,1,2685939,4304,624,고정고객
25749,6448,2015,1,14416038,23987,601,고정고객
25753,6449,2015,1,18014400,54260,332,고정고객
25757,6450,2015,1,16568940,65232,254,고정고객
25761,6451,2015,1,2515658,6568,383,고정고객
25765,6452,2015,1,3811725,3416,1116,고정고객
25769,6453,2015,1,1626052,4395,370,고정고객
25773,6454,2015,1,32279210,169891,190,고정고객
25777,6455,2015,1,2375606,4474,531,고정고객
25781,6456,2015,1,22697067,93021,244,고정고객
25785,6457,2015,1,8922451,9343,955,고정고객
25789,6458,2015,1,3943594,13935,283,고정고객
25793,6459,2015,1,4904661,16295,301,고정고객
25797,6460,2015,1,24823643,126008,197,고정고객
25801,6461,2015,1,37672377,80842,466,고정고객
25805,6462,2015,1,6622560,17520,378,고정고객
25809,6463,2015,1,10415443,28226,369,고정고객
25813,6464,2015,1,4563510,30423,150,고정고객
25817,6465,2015,1,28332278,82123,345,고정고객
25821,6466,2015,1,7156541,8979,797,고정고객
25825,6467,2015,1,2851407,5074,562,고정고객
25829,6468,2015,1,2566394,5996,428,고정고객
25833,6469,2015,1,2419447,4582,528,고정고객
25837,6470,2015,1,17576270,94496,186,고정고객
25841,6471,2015,1,75866650,213709,355,고정고객
25845,6472,2015,1,6018930,11990,502,고정고객
25849,6473,2015,1,2934390,5754,510,고정고객
25853,6474,2015,1,2731277,7608,359,고정고객
25857,6475,2015,1,3357804,14663,229,고정고객
25861,6476,2015,1,2916243,6598,442,고정고객
25865,6477,2015,1,4992439,7813,639,고정고객
25869,6478,2015,1,2108866,4366,483,고정고객
